,director_name,id
3777,Ruggero Deodato,45572.0
3778,Gavin Wiesen,119417.0
3779,Mora Stephens,1004172.0
3780,Mars Callahan,91389.0
3782,Leos Carax,27977.0
3784,Stefan Schwartz,94155.0
3786,Robert Lee King,133183.0
3788,Jorge Ramírez Suárez,940807.0
3793,Dan Ireland,69099.0
3794,Fernando León de Aranoa,15602.0
3795,Jim Mickle,87082.0
3797,Karim Aïnouz,55018.0
3798,Sam Levinson,96172.0
3801,Aleksandr Veledinskiy,1210747.0
3802,Peter H. Hunt,129514.0
3803,Ruba Nadda,108072.0
3804,James Whale,2917.0
3805,Edward Burns,12833.0
3807,Sean Byrne,136345.0
3809,Mark Griffiths,106491.0
3810,Bruce MacDonald,144528.0
3813,Victor Fleming,9049.0
3814,Richard Raymond,1030160.0
3816,George Sidney,21506.0
3817,Chris Morris,117794.0
3818,Andrucha Waddington,237884.0
3819,Peter Stebbings,55587.0
3820,Vincente Minnelli,13980.0
3821,Dagur Kári,18823.0
3826,Kevin Carraway,105860.0
3829,Michael Gornick,15056.0
3831,Richard Brooks,3632.0
3835,Robert Eggers,138781.0
3836,Michael Martin,258199.0
3840,Gideon Raff,60099.0
3842,Louis C.K.,52849.0
3843,Anthony C. Ferrante,85822.0
3844,Salvador Carrasco,937439.0
3845,André Øvredal,135113.0
3846,Robert Cary,119367.0
3847,Adam Rapp,585272.0
3849,Warren P. Sonoda,63852.0
3850,Amanda Gusack,938649.0
3851,Avi Nesher,95550.0
3853,Charles Adelman,996070.0
3854,Jay Oliva,105643.0
3855,Charles Ferguson,74058.0
3857,Mark Young,87183.0
3858,"Daniel Petrie, Jr.",774.0
3859,Antonio Simoncini,1283831.0
3861,Luc Jacquet,18525.0
3863,Eldar Rapaport,933320.0
3864,Clark Gregg,9048.0
3865,Damien Chazelle,136495.0
3867,Justin Kerrigan,68281.0
3868,Nathan Frankowski,131668.0
3869,Karen Moncrieff,74638.0
3874,Jonathan Silverman,55265.0
3875,Eric Styles,231521.0
3876,Laurent Cantet,17386.0
3878,John Ford,8500.0
3879,Max Mayer,100516.0
3880,Joshua Marston,5872.0
3882,John Gulager,62797.0
3885,Brandon Cronenberg,1081445.0
3886,Frank Capra,2662.0
3889,Tod Williams,20133.0
3893,Jack Sholder,62020.0
3899,Ted Post,18635.0
3901,Michael Haigney,65428.0
3902,Tom McLoughlin,63550.0
3907,Adam Marcus,64743.0
3910,John Maclean,1062805.0
3912,Benny Boom,134129.0
3916,Howard Hawks,11435.0
3917,Nnegest Likké,1039544.0
3919,Christopher Leitch,57436.0
3922,Patricia Cardoso,116832.0
3924,Damien O'Donnell,65865.0
3925,Peter M. Cohen,1058138.0
3928,Mel Stuart,3451.0
3929,Anthony Hickox,48965.0
3930,Tom Schulman,2691.0
3932,Jill Sprecher,145134.0
3933,Darren Stein,239418.0
3941,David Nixon,114614.0
3942,Jason Eisener,141673.0
3943,Enrique Begné,1480591.0
3944,Matthew Bright,55117.0
3945,Michael Landon Jr.,60438.0
3946,Andrea Arnold,71082.0
3947,Whit Stillman,78188.0
3949,Leslye Headland,217587.0
3950,Bobby Roth,111944.0
3951,Tim Heidecker,132856.0
3953,Michael Worth,84769.0
3954,Deon Taylor,119419.0
3955,Jason Alexander,1206.0
3957,Conor McPherson,73289.0
3958,Will Canon,223098.0
3959,Philip Zlotorynski,1271492.0
3960,Lance Kawas,109905.0
3961,Francesca Gregorini,564082.0
3962,Márcio Garcia,228041.0
3964,Craig Moss,130051.0
3965,Michael Jai White,64856.0
3967,Paolo Monico,587519.0
3968,Youssef Delara,930627.0
3969,Darin Scott,57777.0
3970,Christian Sesma,130530.0
3971,Monte Hellman,20921.0
3972,Brian Caunter,566314.0
3973,Chris D'Arienzo,131060.0
3976,Isaac Florentine,78108.0
3979,Heidi Ewing,19003.0
3981,Leon Ford,84451.0
3982,Hank Braxtan,117168.0
3985,John Carl Buechler,64722.0
3989,Rajkumar Hirani,85675.0
3990,Victor Nunez,138322.0
3992,Rohit Jugraj,1312905.0
3993,Kresten Vestbjerg Andersen,66879.0
3995,Alex van Warmerdam,27875.0
3999,Paweł Pawlikowski,64194.0
4001,Frank Sebastiano,111745.0
4002,Stacy Peralta,4319.0
4003,Nacho Vigalondo,118303.0
4004,Ning Hao,17295.0
4005,Tony Giglio,42712.0
4006,Stanley Donen,13284.0
4007,Joe Cross,567558.0
4009,John Sullivan,151460.0
4011,Tommy Lee Wallace,11777.0
4012,Don Taylor,9108.0
4014,Leslie Small,559968.0
4018,Éric Tessier,130358.0
4019,Alison Maclean,157879.0
4020,Alice Wu,84461.0
4021,Sarah Gavron,93288.0
4024,James Ponsoldt,930710.0
4026,Joshua Tickell,74600.0
4027,Tim Boxell,133684.0
4028,Michael D. Sellers,59975.0
4029,Reed Cowan,123990.0
4030,James Dodson,61848.0
4032,Alex Rivera,91252.0
4034,John Murlowski,110834.0
4035,Benni Diez,1290942.0
4036,Danny Perez,130858.0
4038,Robby Henson,21415.0
4040,Zackary Adler,439236.0
4042,Dominic Burns,230157.0
4044,Carmen Marron,232216.0
4048,Jason Stone,1046127.0
4049,Jerry Rees,108217.0
4050,David Hand,5446.0
4051,Jaco Booyens,1734565.0
4053,Danny Steinmann,58822.0
4055,Jon Gunn,94471.0
4056,Hayley Cloake,449832.0
4057,Tay Garnett,74878.0
4058,Shyam Madiraju,1413504.0
4059,Harmage Singh Kalirai,107725.0
4060,Rita Merson,1385666.0
4062,William Wyler,10001.0
4063,Larry Clark,51917.0
4064,Petter Næss,49555.0
4065,Robert Fontaine,1523137.0
4069,Neil Mcenery-West,1560279.0
4070,Anthony O'Brien,1388653.0
4072,Lloyd Kaufman,78021.0
4074,David Robert Mitchell,558929.0
4076,Robert Mulligan,8482.0
4078,Liu Chia-Liang,26775.0
4080,Chris Kentis,640.0
4082,Alex Kendrick,78040.0
4083,Robert Rossen,14875.0
4084,Jack Conway,82413.0
4085,Sylvain Chomet,21768.0
4086,Chris Eyre,1232592.0
4091,Elia Kazan,2746.0
4092,Debra Granik,121873.0
4094,Henry King,37362.0
4095,Miranda July,16860.0
4097,Max Joseph,1257827.0
4098,Jim Jarmusch,4429.0
4102,Kevin Tenney,82579.0
4104,Ari Folman,56198.0
4107,Marielle Heller,177532.0
4108,David Sington,86662.0
4109,Kelly Reichardt,56383.0
4111,Bob Giraldi,89467.0
4113,Huck Botko,120246.0
4115,David Duchovny,12640.0
4116,Mitchell Lichtenstein,57055.0
4117,Lance Mungia,116653.0
4120,Hue Rhodes,223909.0
4124,Danny Provenzano,1736589.0
4125,Bill Muir,1062889.0
4127,Noah Buschel,114004.0
4128,Brian Yuzna,27992.0
4129,Hunter Richards,52856.0
4130,Laurie Collyer,96222.0
4131,Aaron Hann,1454563.0
4134,Phil Claydon,82822.0
4135,Ralph Ziman,88970.0
4136,John Simpson,73112.0
4137,Colin Minihan,1310518.0
4138,Conor McMahon,78545.0
4139,Chris Shadley,112289.0
4140,Simon Napier-Bell,1253596.0
4142,Simon Yin,1070340.0
4143,Jeff Crook,86037.0
4144,Orson Welles,40.0
4145,Dave Payne,30870.0
4148,Brad Copeland,68574.0
4149,Paul Bunnell,1031972.0
4150,Phil Morrison,17246.0
4151,Harald Reinl,33542.0
4155,Tanner Beard,1018660.0
4156,Scott Dow,1434686.0
4157,Derick Martini,33349.0
4158,Jerry Dugan,1378892.0
4159,Tim Hunter,15858.0
4163,Richard Ayoade,98103.0
4164,Jehane Noujaim,115892.0
4165,Jean-Marc Barr,1642.0
4166,Remo D'Souza,1170143.0
4168,John Laing,1108711.0
4169,Jamal Hill,121473.0
4170,Daniel Stamm,120245.0
4174,Carlos Carrera,7348.0
4175,Benh Zeitlin,223516.0
4176,J. Lee Thompson,18669.0
4177,Maggie Greenwald,94831.0
4178,Vera Farmiga,21657.0
4179,Vijay Chandar,588015.0
4181,Jonathan Wacks,196769.0
4182,Khyentse Norbu,115309.0
4185,Tony Krantz,41621.0
4186,Mitchell Altieri,94917.0
4187,W.D. Hogan,1187609.0
4188,Corey Grant,1018699.0
4190,Lucky McKee,51534.0
4191,Richard Boddington,115585.0
4195,Steven R. Monroe,88039.0
4196,Mark Illsley,942084.0
4198,Ritesh Batra,1117026.0
4199,Sally Potter,57206.0
4203,Brad J. Silverman,1156260.0
4204,Dave Meyers,54827.0
4205,David M. Matthews,155747.0
4206,Nadine Labaki,53431.0
4207,Lluís Quílez,1346215.0
4208,Eytan Fox,160.0
4210,Romesh Sharma,231345.0
4211,François Truffaut,1650.0
4212,Adam Goldberg,6163.0
4213,Travis Zariwny,22239.0
4214,Adrienne Shelly,66496.0
4215,Newt Arnold,70250.0
4225,Alex Cox,31493.0
4226,Fabián Bielinsky,74907.0
4227,Dror Moreh,1085923.0
4228,Rebecca Miller,41670.0
4229,Maggie Carey,1088647.0
4231,Henry Bean,30458.0
4233,Simeon Rice,1501366.0
4235,Jeff Garlin,60074.0
4236,Qasim Basir,550858.0
4237,Adam Green,70890.0
4238,Charlie Chaplin,13848.0
4239,Pete Jones,285452.0
4240,Bruce Campbell,11357.0
4242,Adam Carolla,76245.0
4245,Bruce McDonald,55189.0
4246,James Mottern,105313.0
4249,Gerard Johnstone,1288796.0
4250,Robert Greenwald,51521.0
4251,David Ray,1375378.0
4252,David Rodriguez,991853.0
4253,Nae Caranfil,55520.0
4254,David Winning,52044.0
4255,Frank Lotito,1002001.0
4256,Timothy Woodward Jr.,1169157.0
4257,Tara Subkoff,61111.0
4258,Russell Friedenberg,70076.0
4260,Lucrecia Martel,56208.0
4261,Edward Dmytryk,64114.0
4262,Zak Penn,11011.0
4263,Alex Ranarivelo,474199.0
4265,Mathieu Amalric,8789.0
4266,David Worth,22012.0
4267,Leslie H. Martinson,27728.0
4269,Robert M. Young,86293.0
4271,Steve Buscemi,884.0
4272,Ham Tran,143430.0
4273,Rich Cowan,39822.0
4274,Boris Rodriguez,1024216.0
4275,Sadyk Sher-Niyaz,1372345.0
4276,Paul Donovan,144430.0
4277,Jonathan Kesselman,557818.0
4278,Arjun Sablok,631226.0
4280,Tyler Oliver,971918.0
4284,Douglas Cheek,90525.0
4285,Michael D. Olmos,133790.0
4286,Deryck Broom,932013.0
4287,Henry Hathaway,37360.0
4293,Giovanni Zelko,1504620.0
4294,Claudia Sainte-Luce,1200528.0
4298,Jamie Babbit,59466.0
4299,David Boyd,55441.0
4303,Anna Muylaert,550280.0
4304,Steve Taylor,440517.0
4307,James David Pasternak,233519.0
4308,Laurent Bouhnik,128712.0
4309,Tom Sanchez,1499089.0
4310,David Caffrey,108497.0
4311,Adam Jay Epstein,66514.0
4313,Justin Thomas Ostensen,1041549.0
4316,Ossie Davis,15531.0
4317,Jay Alaimo,204325.0
4318,Dylan Bank,479587.0
4319,Rob McKittrick,52941.0
4321,Jeff Burr,31621.0
4323,Guy Maddin,97579.0
4324,Regardt van den Bergh,93916.0
4325,Panos Cosmatos,1044250.0
4326,Gareth Evans,142013.0
4327,Matthew R. Anderson,24528.0
4328,Joe Marino,1184745.0
4330,Joel Anderson,97591.0
4331,Shimit Amin,76447.0
4332,Douglas Trumbull,12112.0
4334,Mona Lerche,1280031.0
4336,Levan Gabriadze,86688.0
4340,Bradley Parker,999812.0
4341,Clive Barker,31211.0
4342,Harold Cronk,937340.0
4344,Takao Okawara,50651.0
4346,Duncan Tucker,7426.0
4348,Russ Meyer,4590.0
4349,Robert D. Webb,89216.0
4351,Allan Dwan,93905.0
4354,Andrew Steggall,1521130.0
4355,Ben Lewin,168330.0
4356,Robert Kenner,95687.0
4357,Andrew Erwin,909318.0
4359,Craig Johnson,303056.0
4360,Sean Durkin,527607.0
4361,Gillian Robespierre,1284099.0
4362,Courtney Hunt,64131.0
4363,Morgan Neville,228643.0
4366,Chris Paine,74589.0
4367,Greg Berlanti,88967.0
4369,Marc Levin,82286.0
4370,Richard Dutcher,114925.0
4371,Khalid Mohammed,224751.0
4376,Gia Coppola,1193602.0
4377,Scandar Copti,91602.0
4378,Goran Dukic,74272.0
4379,Mike Cahill,45459.0
4380,Kyle Rankin,88832.0
4381,Joshua Oppenheimer,53296.0
4382,Alex Gibney,71797.0
4383,Paul Crowder,4339.0
4384,Rohit Jagessar,1867383.0
4386,Anthony Powell,1182832.0
4387,Kief Davidson,129921.0
4388,Johnny Remo,1023720.0
4389,Vivek Agnihotri,126763.0
4390,Ti West,101542.0
4391,Nick Tomnay,550681.0
4393,Nickolas Perry,137392.0
4394,Dan Zukovic,158480.0
4396,Becky Smith,939176.0
4397,Eric Nicholas,103031.0
4398,Benjamin Dickinson,101810.0
4399,Hal Haberman,75919.0
4403,Frank Whaley,11805.0
4404,Amat Escalante,56375.0
4406,Katherine Brooks,84515.0
4407,David Cross,212.0
4408,Randall Rubin,92834.0
4409,Robert Bennett,194915.0
4411,Mary Pat Kelly,568822.0
4412,Lori Petty,15309.0
4413,Charlie Levi,1467662.0
4414,Kevin Hamedani,115627.0
4415,David DeCoteau,97618.0
4416,Mikel Rueda,1012105.0
4417,Stefan C. Schaefer,227945.0
4418,Michael Taliferro,87360.0
4420,Katie Aselton,221944.0
4421,Robert Heath,145045.0
4422,D. Stevens,146026.0
4423,Jeffrey St. Jules,1196522.0
4424,Robert Hall,82101.0
4425,Kevin King,1188585.0
4426,Jonathan Meyers,985146.0
4427,Ralph Nelson,16888.0
4428,Blair Erickson,1191051.0
4429,Allison Burnett,54781.0
4430,Richard Schenkman,76462.0
4431,Sanjay Rawal,1341629.0
4433,Kat Coiro,939123.0
4434,Cristian Mungiu,20657.0
4435,Joseph Graham,146275.0
4438,Maryam Keshavarz,549971.0
4440,Ramaa Mosley,1085904.0
4443,C. Jay Cox,69737.0
4444,Mariette Monpierre,1124971.0
4445,Tommy Oliver,1150712.0
4446,Jamie Travis,930629.0
4448,Rich Christiano,122842.0
4451,Natalie Bible',1517664.0
4452,Asghar Farhadi,229931.0
4453,Justin Molotnikov,222098.0
4457,G.W. Pabst,13899.0
4459,Jorge Gaggero,1018728.0
4461,Michael Burke,42952.0
4462,Catherine Jelski,210562.0
4463,Shane Dawson,168349.0
4465,Ryan Little,63477.0
4466,Clark Baker,554900.0
4469,Dave Willis,74339.0
4472,Ben Wheatley,137467.0
4476,Olly Blackburn,74436.0
4478,Christopher Hutson,113682.0
4481,David LaChapelle,23590.0
4483,Caryn Waechter,544748.0
4484,Emily Dell,1058257.0
4486,Valerie Red-Horse,131455.0
4487,Christopher Scott Cherot,93133.0
4488,H.M. Coakley,688807.0
4489,Randy Moore,1140160.0
4490,Chris Atkins,1122434.0
4491,Bill Benenson,948217.0
4492,Ryan Smith,1100753.0
4493,Travis Romero,1110059.0
4494,Anna Mastro,62773.0
4495,Mark Sandrich,30165.0
4496,Daniel Myrick,26849.0
4497,Michael Wadleigh,57885.0
4500,Gene Teigland,1164825.0
4501,Scott Ziehl,43439.0
4502,Richard Montoya,57414.0
4503,Johanna Schwartz,1424432.0
4505,Thomas Lilti,231431.0
4506,Michael Walker,185995.0
4508,U. Roberto Romano,232190.0
4509,Amy Holden Jones,21371.0
4510,Blaž Završnik,1380244.0
4512,Pan Nalin,7324.0
4513,Joe Camp,94787.0
4515,Matt Walsh,59841.0
4516,John 'Bud' Cardos,97966.0
4517,Marilyn Agrelo,229374.0
4519,Brian Baugh,125637.0
4520,Patrick Creadon,116330.0
4521,Barry W. Blaustein,57328.0
4522,Kurt Hale,288712.0
4523,Siddiq Barmak,77273.0
4524,Joseph Dorman,656971.0
4525,Greg Harrison,17042.0
4528,Jacob Aaron Estes,72034.0
4530,Eric Schaeffer,68185.0
4531,Neema Barnette,105882.0
4533,Joe Swanberg,40863.0
4534,Molly Bernstein,1115066.0
4536,Marius Markevicius,930701.0
4537,Tom DiCillo,6400.0
4539,Quentin Dupieux,133398.0
4541,Alex Smith,641437.0
4542,Gareth Edwards,129894.0
4543,Jonathan Parker,132812.0
4544,Sol Tryon,93022.0
4545,Alex Craig Mann,92287.0
4547,Stephen Kijak,107168.0
4550,William Gazecki,139537.0
4552,Michael Hoffman Jr.,98541.0
4554,Georgia Hilton,1184351.0
4555,Jack Heller,155945.0
4556,Fernando Baez Mella,1070682.0
4557,Warren Sheppard,1571422.0
4559,Justin Paul Miller,1519326.0
4560,Joel Paul Reisig,88506.0
4561,Catherine Gund,1161761.0
4567,Hans Canosa,78481.0
4569,Matthew Watts,1291408.0
4570,Lloyd Bacon,21305.0
4573,Kay Pollak,6284.0
4574,Eric England,582527.0
4581,Sue Corcoran,1116801.0
4582,Jonathan Caouette,17108.0
4584,Matt Jackson,1425142.0
4585,Lucio Fulci,29433.0
4587,Paul Fox,82641.0
4590,Cassandra Nicolaou,545261.0
4591,Ingmar Bergman,6648.0
4592,D.W. Griffith,100036.0
4593,Roger Nygard,63983.0
4594,Harry Beaumont,145605.0
4596,Franck Khalfoun,64211.0
4597,Mor Loushy,1414864.0
4598,Henry Alex Rubin,82839.0
4599,Sam Firstenberg,72543.0
4600,Doug Block,586066.0
4601,Chad Kapper,1557430.0
4603,Paul Fierlinger,146883.0
4605,Yorgos Lanthimos,122423.0
4606,Lauren Lazin,1110343.0
4608,Gregory Widen,28902.0
4611,Niall Johnson,58547.0
4614,Eric Mendelsohn,115226.0
4615,Jean-Luc Godard,3776.0
4616,Kim Longinotto,1046935.0
4618,Michael Roemer,1043404.0
4620,Eddie O'Flaherty,112632.0
4621,Babar Ahmed,125044.0
4622,John D. Hancock,79726.0
4623,Paul Bartel,101377.0
4624,Jason Marsden,61983.0
4625,Pece Dingo,1708905.0
4626,Jerome Elston Scott,1424519.0
4627,Étienne Faure,1555903.0
4628,Herb Freed,22423.0
4629,Jack Perez,65242.0
4630,Craig Zobel,79434.0
4635,Maria Maggenti,86035.0
4637,Piyush Dinker Pandya,109026.0
4640,Emma-Kate Croghan,142513.0
4641,Bill Plympton,126125.0
4643,Drake Doremus,132964.0
4646,Michael Kang,86262.0
4648,Lori Silverbush,930628.0
4650,Stuart Hazeldine,105239.0
4651,Hilary Brougher,85925.0
4652,Rachel Goldenberg,110876.0
4653,Corbin Bernsen,21246.0
4654,Jamin Winans,92743.0
4655,Tom Seidman ,582841.0
4656,Matt Cimber,140086.0
4658,Andrew Hyatt,1331465.0
4660,Kristin Rizzo,1460398.0
4663,Zoran Lisinac,1155992.0
4665,James O'Brien,1562428.0
4666,Tom Putnam,1111709.0
4667,Jon Matthews,193390.0
4668,Al Silliman Jr.,558559.0
4669,Eugène Lourié,11558.0
4673,Lowell Sherman,116186.0
4675,David Evans ,557883.0
4678,Sherman Alexie,1201090.0
4679,Justin Dillon,1553042.0
4680,Stevan Mena,151017.0
4684,Livingston Oden,1686666.0
4685,Chris Marker,9956.0
4686,Carl Theodor Dreyer,11572.0
4687,Marianna Palka,77775.0
4689,Ricki Stern,74105.0
4690,Nadia Tass,15672.0
4691,James Kerwin,1187357.0
4692,Darren Press,1514634.0
4693,Rania Attieh,1330498.0
4694,Sharon Greytak,1375627.0
4695,Majid Majidi,110695.0
4696,Andrew Haigh,586002.0
4698,Cary Bell,1288774.0
4699,Nicolae Constantin Tanase,1476699.0
4701,Melvin Van Peebles,135650.0
4702,Ken Roht,1677569.0
4705,Robinson Devor,101515.0
4706,Michel O. Scott,107447.0
4707,Pat Holden,88323.0
4708,Eric Bugbee,1562421.0
4709,Bill Melendez,94011.0
4710,Dena Seidel,1456123.0
4711,Deborah Anderson,1162816.0
4712,Sara Newens,1448550.0
4714,Sai Varadan,1343876.0
4717,Lynn Shelton,90492.0
4718,David Hewlett,5892.0
4720,Nate Parker,77277.0
4721,Nathan Smith Jones,1314011.0
4723,Travis Cluff,1401541.0
4725,Robert Townsend,68750.0
4727,Jamaa Fanaka,932993.0
4728,Larry Blamire,88837.0
4729,Stephen Langford,99240.0
4730,E.L. Katz,84697.0
4731,Lisanne Pajot,1044256.0
4732,Dan Reed,74626.0
4733,John Reinhardt,114396.0
4734,Patrick Ryan Sims,1321304.0
4735,László Benedek,89981.0
4736,Jason Miller,1645102.0
4737,Sut Jhally,1184450.0
4739,Julie Davis,87033.0
4740,Myles Berkowitz,162102.0
4741,Brett Piper,98094.0
4743,Brandon Trost,64227.0
4745,Joseph Green,110726.0
4746,Wade Gasque,1366270.0
4747,Daniel Schechter,90575.0
4750,Matt Johnson,1144092.0
4751,Bruno Barreto,69719.0
4752,Lena Dunham,139135.0
4753,Terron R. Parsons,1434676.0
4754,Daniel Mellitz,1289580.0
4755,Jem Cohen,74971.0
4756,Andrew Leman,229182.0
4757,Dave Carroll,1168852.0
4758,William Eubank,125324.0
4759,Patrick Meaney,220274.0
4760,Chad Hartigan,1031144.0
4761,Malcolm Goodwin,57997.0
4763,Kevin Jordan,85242.0
4764,Kirk Loudon,1429671.0
4765,Travis Legge,1263110.0
4767,Collin Joseph Neal,1360439.0
4768,Bradley Rust Gray,131388.0
4769,Mike Bruce,558540.0
4770,Andrew Bujalski,40864.0
4771,Damir Catic,1263945.0
4774,James Bidgood,237393.0
4777,Eric Eason,151092.0
4780,Joseph Mazzella,1532382.0
4783,Marcus Nispel,29922.0
4785,Jim Chuchu,1360240.0
4786,Daryl Wein,131870.0
4787,Jason Trost,1009255.0
4790,Jafar Panahi,120229.0
4791,Ivan Kavanagh,1310498.0
4792,Kiyoshi Kurosawa,26882.0
4793,Tadeo Garcia,1398500.0
4794,Thomas L. Phillips,1171387.0
4795,Ash Baron-Cohen,77465.0
4796,Shane Carruth,76624.0
4797,Neill Dela Llana,1174437.0
4800,Scott Smith,1219158.0
4801,Daniel Hsia,208138.0
4802,Brian Herzlinger,85563.0
