,director_name,id
2042,Deborah Kaplan,13614.0
2044,Uli Edel,15868.0
2046,Fred Dekker,44056.0
2047,Brian Trenchard-Smith,84981.0
2048,Blake Edwards,1927.0
2051,Laurence Dunmore,52894.0
2053,Christian Carion,70221.0
2054,Dax Shepard,51298.0
2056,Rowan Joffe,17608.0
2058,John Curran,96166.0
2064,Juan José Campanella,84714.0
2067,Trey Parker,34517.0
2069,Stuart Gillard,76418.0
2076,Katt Shea,102634.0
2078,Joshua Michael Stern,64139.0
2080,Tomas Alfredson,74396.0
2081,John Duigan,72624.0
2083,Colin Higgins,4967.0
2088,Jim Sonzero,58514.0
2092,Penelope Spheeris,58448.0
2093,Jeff Tremaine,56578.0
2094,Jeannot Szwarc,16187.0
2105,Steve McQueen,72757.0
2109,Thea Sharrock,1096867.0
2112,Jon Lucas,52114.0
2114,Robin Budd,1027737.0
2115,Ava DuVernay,929825.0
2116,Steve Trenbirth,142007.0
2118,Mennan Yapo,61087.0
2119,Jun Falkenstein,93301.0
2123,Tom McCarthy,17867.0
2125,Takashi Shimizu,20310.0
2129,Gary Nelson,47893.0
2130,Anton Corbijn,45052.0
2131,Gregory Nava,16395.0
2135,John Patrick Shanley,26095.0
2140,Joshua Logan,86051.0
2143,Steve Beck,57521.0
2144,Todd Strauss-Schulson,222470.0
2145,John McNaughton,9200.0
2146,Nelson McCormick,45627.0
2149,Eric Valette,51445.0
2156,Andrew Fleming,41549.0
2157,Michael Spierig,56501.0
2158,Jim Field Smith,111686.0
2159,Thomas Bezucha,56789.0
2160,William Brent Bell,62768.0
2162,Ben Gluck,61970.0
2164,Jessica Bendinger,53014.0
2167,Henry Joost,142272.0
2168,Ed Harris,228.0
2170,Alfred Hitchcock,2636.0
2172,Shana Feste,129718.0
2174,Steve Rash,54590.0
2177,Mike Binder,24173.0
2180,Michael J. Bassett,69593.0
2182,Frank Nissen,73161.0
2184,Stephen Chow,57607.0
2185,Peter Hastings,64149.0
2188,Paul Abascal,1216735.0
2189,Chris Koch,58059.0
2190,Amy Heckerling,57434.0
2191,Michael Moore,17087.0
2192,George Stevens,18738.0
2193,Billy Ray,21807.0
2197,Mark Mylod,57199.0
2198,Stephen St. Leger,936154.0
2202,Michael O. Sajbel,87178.0
2209,Charles T. Kanganis,36147.0
2214,Damon Santostefano,66039.0
2220,Bob Clark,12698.0
2226,Frank Passingham,53332.0
2227,Benson Lee,1046142.0
2230,Glen Morgan,58403.0
2232,Mike Leigh,65452.0
2233,Alejandro Monteverde,72960.0
2239,Jonathan Glazer,66728.0
2240,J.C. Chandor,556172.0
2241,Paul Gross,84021.0
2242,Marc Abraham,15219.0
2243,Todd Haynes,16863.0
2244,Mabrouk El Mechri,74924.0
2246,Charlie Kaufman,202.0
2249,Nancy Walker,47503.0
2251,Angelo Pizzo,44848.0
2256,Matthew Diamond,116370.0
2258,Katsuhiro Ōtomo,185.0
2259,David Anspaugh,44847.0
2260,Andrew Jarecki,23287.0
2265,Daniel Algrant,69696.0
2269,Mike Barker,77964.0
2270,Wayne Thornley,1098107.0
2271,Gnana Rajasekaran,1339129.0
2272,Tom Walsh,1275019.0
2273,Jonathan Jakubowicz,57454.0
2275,Scott Walker,1179590.0
2281,Mark Rosman,68770.0
2288,Rob Hawk,1585252.0
2292,Britt Allcroft,113733.0
2295,Alan Yuen,70110.0
2297,Brian Percival,126945.0
2299,Anand Tucker,26481.0
2300,Anthony Mann,40199.0
2301,Michael Dowse,71280.0
2302,Daniel Barnz,84061.0
2303,Emile Ardolino,716.0
2304,Robert Altman,9789.0
2305,James Schamus,1617.0
2306,Andrew Douglas,62721.0
2311,Ricky Gervais,17835.0
2320,Vic Armstrong,15358.0
2323,Terry Zwigoff,17447.0
2331,Audrey Wells,36805.0
2338,Rick Friedberg,65548.0
2340,Sean McNamara,129952.0
2342,Jody Hill,54710.0
2345,Brandon Camp,62541.0
2347,Kevin Tancharoen,101518.0
2350,Nicholas Hytner,55476.0
2352,Bart Freundlich,86203.0
2357,William A. Fraker,12846.0
2358,John Boorman,19665.0
2360,Courtney Solomon,61921.0
2363,Jeff Kanew,67897.0
2364,István Szabó,225898.0
2366,Matthew Robbins,12677.0
2372,Hal Needham,67767.0
2375,Jeff Nichols,71872.0
2377,Jonathan Teplitzky,97942.0
2378,Michael Haneke,6011.0
2379,Zack Ward,12714.0
2380,Mike Marvin,56173.0
2383,Gregor Jordan,57030.0
2384,Olivier Assayas,21678.0
2385,Tran Anh Hung,107730.0
2386,Lance Hool,57154.0
2389,Christian Volckman,57557.0
2391,Rodrigo Cortés,95320.0
2394,David Hayter,10995.0
2396,Cory Edwards,61373.0
2397,Terry George,2589.0
2398,Xavier Gens,18184.0
2399,Kasi Lemmons,51864.0
2400,Brian A Miller,1024823.0
2401,Matt Dillon,2876.0
2404,George Cukor,14674.0
2410,John Robert Hoffman,89113.0
2413,Kevin Greutert,2150.0
2415,John Fortenberry,58316.0
2420,Erik White,130687.0
2421,Christian Robinson,75687.0
2422,Jason Moore,168667.0
2425,Robert Harmon,57895.0
2426,Trent Cooper,130822.0
2427,Gary Halvorson,150641.0
2429,Nicholas Ray,2765.0
2430,Fede Alvarez,932248.0
2433,Sidney J. Furie,64508.0
2434,Ian Iqbal Rashid,190339.0
2435,Wayne Kramer,19000.0
2436,Rowdy Herrington,63943.0
2437,Jim Goddard,134639.0
2439,Noel Marshall,29342.0
2441,Andrea Di Stefano,40541.0
2443,Guillaume Ivernel,66856.0
2444,Jack Smight,30422.0
2445,Todd Lincoln ,587800.0
2446,Howard Zieff,34611.0
2447,Steven Shainberg,67795.0
2450,Julian Jarrold,29226.0
2451,Joe Nussbaum,54597.0
2452,Vadim Perelman,78118.0
2459,Michel Hazanavicius,67717.0
2463,Cyrus Nowrasteh,110618.0
2464,Perry Andelin Blake,20824.0
2468,Christian E. Christiansen,143079.0
2470,Sheldon Lettich,16590.0
2472,Diane English,76230.0
2474,Peter Flinth,75043.0
2475,Robert Iscove,64815.0
2476,Peter Kosminsky,67781.0
2478,Nick Gomez,17278.0
2480,Allen Coulter,16834.0
2481,Clare Kilner,51600.0
2484,Josef Rusnak,15361.0
2485,Lance Rivera,302339.0
2486,Ronald Neame,7501.0
2487,Bruce Paltrow,173607.0
2489,Adam Rifkin,50583.0
2491,Susanne Bier,1011.0
2492,Kenneth Johnson,19142.0
2494,James Ivory,54441.0
2496,Jessy Terrero,73832.0
2497,Dany Boon,37627.0
2498,Vicente Amorim,72133.0
2499,Gaspar Noé,14597.0
2502,Jérôme Salle,69987.0
2503,Tommy Lee Jones,2176.0
2504,Jesse Vaughan,114646.0
2506,William Bindley,140151.0
2507,Wayne Beach,58667.0
2508,Gérard Krawczyk,21647.0
2519,Udayan Prasad,145304.0
2521,Yoon Je-kyoon,87537.0
2522,Morten Tyldum,77965.0
2526,Andy Muschietti,1113116.0
2532,Gillian Armstrong,58094.0
2533,James Watkins,63306.0
2538,Jim Fall,19228.0
2539,Ric Roman Waugh,76422.0
2540,Michael Dougherty,11012.0
2544,Joel Gallen,57604.0
2547,James Marsh,76998.0
2549,Matt Williams,34481.0
2551,Rob Zombie,16848.0
2553,Dennis Iliadis,94108.0
2555,Rick Rosenthal,33341.0
2557,Denzel Washington,5292.0
2558,Nicolas Winding Refn,21183.0
2559,Sara Sugarman,58628.0
2561,Juan Carlos Fresnadillo,17597.0
2564,Gina Prince-Bythewood,71947.0
2566,Phil Traill,78562.0
2567,Joe Berlinger,69237.0
2570,Elizabeth Allen Rosenbaum,1223175.0
2574,Michael Mayer,50460.0
2575,Martin Weisz,58260.0
2576,John Ottman,9039.0
2578,John Bonito,56453.0
2579,Peter Atencio,136153.0
2581,David Nutter,33316.0
2582,Derek Cianfrance,139098.0
2584,Stephan Elliott,27889.0
2586,Mark L. Lester,67753.0
2589,Tom Green,36423.0
2590,Mike Nawrocki,78298.0
2592,Douglas Aarniokoski,71901.0
2593,Bryan Barber,75646.0
2594,Lone Scherfig,1176.0
2595,Drew Barrymore,69597.0
2596,Brian Koppelman,16304.0
2597,James Foley,15890.0
2598,Albert Brooks,13.0
2601,Steve Gomer,104507.0
2602,RZA,150.0
2604,Mark Piznarski,1219210.0
2608,Craig Brewer,53267.0
2611,David Raynr,161858.0
2612,Mort Nathan,57962.0
2614,Dan Curtis,29648.0
2615,Wil Shriner,151232.0
2616,Martin McDonagh,54472.0
2617,Tina Gordon Chism,84124.0
2618,Peter Cattaneo,57630.0
2622,Mary Lambert,56263.0
2624,Peter Kassovitz,18204.0
2626,Rodman Flender,50719.0
2628,Katja von Garnier,62872.0
2630,Mark Romanek,57446.0
2632,Brad Anderson,37948.0
2633,Michael Chapman,1044.0
2634,Antonio Banderas,3131.0
2636,Khalil Sullins,1498767.0
2638,Fritz Lang,68.0
2641,Hou Hsiao-hsien,64992.0
2643,Andrey Zvyagintsev,68519.0
2644,Tony Jaa,57207.0
2647,Ryûhei Kitamura,45996.0
2648,Darrell James Roodt,16730.0
2649,Dito Montiel,53935.0
2650,Stefan Ruzowitzky,15115.0
2651,Jake Paltrow,122582.0
2652,Juraj Jakubisko,78001.0
2653,Anthony Silverston,1199049.0
2654,Gabe Ibáñez,119953.0
2655,Gerry Lively,21394.0
2656,Daniele Luchetti,59911.0
2657,Derek Yee Tung-Sing,240150.0
2658,Julien Temple,22669.0
2660,Gregory Jacobs,119665.0
2662,Gilles Paquet-Brenner,144519.0
2663,Peter Cousens,1219769.0
2665,Lars von Trier,42.0
2669,John Cornell,57594.0
2670,Vidhu Vinod Chopra,99710.0
2676,Jamie Blanks,59958.0
2678,Randal Kleiser,8876.0
2681,Phil Vischer,78297.0
2689,Rick Famuyiwa,51866.0
2690,Alan Cohn,111247.0
2691,Franco Zeffirelli,24657.0
2692,Tom Holland,64796.0
2696,James Isaac,69579.0
2697,Emilio Estevez,2880.0
2699,Josh Schwartz,168798.0
2700,Julian Schnabel,7482.0
2701,Todd Field,5010.0
2702,Davis Guggenheim,19012.0
2705,Stephen Carpenter,56913.0
2708,James Fargo,66222.0
2710,Alain Resnais,11983.0
2714,Kenneth Lonergan,30711.0
2715,Bo Zenga,73833.0
2735,Danny Leiner,56591.0
2736,Christopher Cain,56828.0
2737,Theodore Melfi,1141683.0
2740,Ed Decter,7397.0
2741,Gene Quintano,56953.0
2743,Eric Bress,20218.0
2745,Preston A. Whitmore II,76705.0
2747,Kirk Wong,58036.0
2748,Bronwen Hughes,18320.0
2749,John Lafia,65678.0
2750,Sam Miller,134156.0
2752,Alex Garland,2036.0
2754,Mark Brown,66116.0
2758,Michael Polish,41887.0
2759,Daisy von Scherler Mayer,56714.0
2760,Lenny Abrahamson,83281.0
2761,Bob Saget,72450.0
2762,John Waters,10367.0
2764,Craig Bolotin,34692.0
2765,Mark Christopher,33541.0
2766,Blair Hayes,58518.0
2767,Jez Butterworth,21339.0
2769,Isabel Coixet,90.0
2772,Patrice Leconte,37626.0
2774,Paul Mazursky,47773.0
2776,Stephen Chbosky,19311.0
2777,Jon Hess,82033.0
2780,Mark Neveldine,20193.0
2781,Joe Cornish,155531.0
2784,John H. Lee,78866.0
2785,John Stainton,944713.0
2791,Benedek Fliegauf,227936.0
2794,Paul Schrader,1035.0
2795,Stewart Hendler,130837.0
2796,John Cromwell,31497.0
2798,Mark Herman,55299.0
2801,Abel Ferrara,39104.0
2804,George Hickenlooper,37852.0
2805,Don Bluth,40345.0
2806,Kang Je-gyu,64883.0
2807,William Dear,56506.0
2811,Stéphane Aubier,126597.0
2817,John Badham,12840.0
2819,Mike McCoy,90429.0
2821,Mike Judge,17403.0
2827,Tamra Davis,57691.0
2828,Nima Nourizadeh,1299380.0
2829,Franklin J. Schaffner,13265.0
2831,John Erick Dowdle,77147.0
2832,David Moreau,56735.0
2833,Christopher Erskin,234818.0
2835,Brian Henson,65298.0
2837,Dan Cutforth,1027017.0
2838,Josh Boone,1053420.0
2847,Jake Schreier,836732.0
2848,Cheryl Dunye,232937.0
2850,Ernest R. Dickerson,15521.0
2854,Lionel C. Martin,229097.0
2861,Wallace Wolodarsky,486.0
2864,Nicholas Jarecki,81856.0
2865,Dean Israelite,1099862.0
2866,Darnell Martin,81727.0
2867,Scott Alexander,7130.0
2868,Stuart Gordon,27991.0
2869,Christopher Guest,13524.0
2874,Jane Campion,10757.0
2876,Fred Schepisi,64061.0
2879,Antonia Bird,42617.0
2880,Jon Poll,10395.0
2881,Paolo Sorrentino,56194.0
2882,Peter Care,42518.0
2883,Park Chan-wook,10099.0
2885,Ira Sachs,53708.0
2886,Carroll Ballard,68212.0
2888,Takeshi Kitano,3317.0
2893,Marco Kreuzpaintner,5192.0
2894,Lajos Koltai,47275.0
2895,Alan Rudolph,72427.0
2898,Lu Chuan,92015.0
2899,Lijun Sun,1438306.0
2900,Takashi Yamazaki,43652.0
2902,Christopher Smith,41041.0
2903,Timothy Hines,1128550.0
2906,David Winters,29700.0
2908,Akira Kurosawa,5026.0
2909,Jamie Thraves,83224.0
2910,Mabel Cheung,103602.0
2913,Dan Mazer,6733.0
2920,R.J. Cutler,1284493.0
2922,David S. Ward,12920.0
2923,Barnaby Thompson,21677.0
2931,Rob Pritts,123694.0
2935,John Crowley,77269.0
2937,Brendan Malloy,82221.0
2939,Dustin Hoffman,4483.0
2940,Gregory Poirier,50942.0
2942,Simon Curtis,133502.0
2945,Dewey Nicks,113641.0
2947,Philip Saville,107414.0
2952,Tim Blake Nelson,1462.0
2953,William A. Graham,83467.0
2954,Martin Ritt,18854.0
2955,John Turturro,1241.0
2956,Agnieszka Holland,1128.0
2958,David Hackl,2679.0
2959,Giuliano Montaldo,132257.0
2960,Lisa Azuelos,229568.0
2961,Ray Lawrence,38774.0
2962,Karan Johar,35736.0
2964,Ruairi Robinson,90508.0
2965,Jaume Balagueró,54525.0
2968,Jon Kasdan,30368.0
2969,Léa Pool,135534.0
2970,Floyd Mutrux,67834.0
2971,Sajid Khan,14086.0
2973,Dean Wright,112630.0
2974,Eric Lartigau,85340.0
2976,Shintaro Shimosawa,432629.0
2977,Darren Lynn Bousman,2675.0
2980,James DeMonaco,53120.0
2986,Bernhard Wicki,9894.0
2992,Carol Reed,15378.0
2994,Chuck Sheetz,141706.0
2999,Marcus Raboy,65133.0
3000,Leigh Whannell,2128.0
3001,Michael Schultz,77300.0
3003,Peter Sollett,71548.0
3005,Bob Dolman,12648.0
3010,Greg Coolidge,47364.0
3013,David Lowery,592493.0
3015,Ciaran Foy,145142.0
3016,Salim Akil,225556.0
3018,Olatunde Osunsanmi,62369.0
3020,Leon Ichaso,78997.0
3021,Joseph Zito,64195.0
3026,Patricia Rozema,55439.0
3031,Rob Schmidt,60243.0
3035,Ben Garant,59413.0
3036,Morgan Spurlock,57492.0
3037,Neal Brennan,57692.0
3038,Tuck Tucker,1409418.0
3041,Theodore Witcher,120515.0
3042,Joel Edgerton,33192.0
3043,Jim Hanon,307546.0
3046,Michael Patrick Jann,59412.0
3051,Jorma Taccone,62863.0
3054,Jeff Lowell,57173.0
3055,Lorene Scafaria,71551.0
3058,Marcus Dunstan,51023.0
3059,Timothy Bjorklund,1082114.0
3060,François Girard,78012.0
3062,Scott Kalvert,65390.0
3063,Jason Bateman,23532.0
3064,David Schwimmer,14409.0
3065,Allan Arkush,83198.0
3067,Eric Bross,60045.0
3069,Dan Fogelman,15892.0
3070,Jay Duplass,45405.0
3071,Luca Guadagnino,78160.0
3072,John Putch,21475.0
3073,Peter Medak,21377.0
3076,Terence Davies,93911.0
3077,Harley Cokeliss,23858.0
3079,Tom Brady,66512.0
3081,Jason Zada,1300274.0
3083,Noah Baumbach,5656.0
3086,Eric Blakeney,95818.0
3089,Rakesh Roshan,1032103.0
3092,Derrick Borte,126910.0
3093,Richard Kwietniowski,228797.0
3094,Bob Odenkirk,59410.0
3098,Joshua Seftel,93047.0
3100,Vincent Gallo,22461.0
3101,Claude Chabrol,19069.0
3102,Jon Stewart,12219.0
3103,Bigas Luna,37577.0
3104,Ralph Fiennes,5469.0
3105,Dan Harris,11013.0
3106,Mel Smith,141450.0
3107,Bobcat Goldthwait,95024.0
3110,Jake Scott,65317.0
3111,Alan Metter,69801.0
3113,Rafa Lara,1432207.0
3115,Alan Smithee,55948.0
3116,Michael Meredith,17845.0
3117,Julio DePietro,129716.0
3118,Katherine Dieckmann,89395.0
3120,Kim Farrant,219961.0
3122,Scott Marshall Smith,69144.0
3123,Álex de la Iglesia,57865.0
3124,Andrew Traucki,81328.0
3125,Michael Clancy,4910.0
3127,Robert Adetuyi,31120.0
3128,Kari Skogland,22140.0
3129,Taedong Park,1291685.0
3131,Benedikt Erlingsson,42092.0
3132,Gurinder Chadha,6220.0
3133,Jason Connery,25527.0
3134,Vic Sarin,87121.0
3135,Jim Issa,1434341.0
3138,William Phillips,107630.0
3140,Andy García,1271.0
3142,Sarik Andreasyan,232858.0
3144,Julian Gilbey,63052.0
3146,Gary Sherman,33094.0
3147,Valeri Milev,1040955.0
3148,Stanley Kramer,4081.0
3149,Pedro Almodóvar,309.0
3150,Gerald Potterton,70616.0
3154,Anurag Basu,119819.0
3156,Kriv Stenders,110427.0
3157,Yash Chopra,35770.0
3160,Floria Sigismondi,98521.0
3164,Ferzan Ozpetek,72197.0
3170,Kris Isacsson,65627.0
3173,Ben Younger,24294.0
3176,Daniel Taplitz,74063.0
3178,Tamara Jenkins,54240.0
3179,Linda Mendoza,1214860.0
3182,Hart Bochner,7678.0
3184,Stewart Raffill,59023.0
3189,Na Hong-jin,1296119.0
3191,Chatrichalerm Yukol,565524.0
3193,Eric Lavaine,121588.0
3195,Marc Forby,59923.0
3197,Ole Christian Madsen,56195.0
3198,Meiert Avis,1045480.0
3200,André Téchiné,96627.0
3201,Emily Young,47201.0
3202,Peter Faiman,58453.0
3203,Martyn Pick,145169.0
3204,Roland Suso Richter,33036.0
3205,Jeremy Sims,75544.0
3206,Maïwenn,64210.0
3207,Joby Harold,74569.0
3209,Ekachai Uekrongtham,49605.0
3212,Mark Rydell,21958.0
3213,David E. Talbert,109692.0
3214,Roger Vadim,53767.0
3215,Nils Gaup,22558.0
3218,Ari Sandel,991868.0
3219,Vondie Curtis-Hall,6198.0
3220,Tom Elkins,51795.0
3221,Kang Woo-Suk,85006.0
3225,John Sayles,102445.0
3226,Vipul Amrutlal Shah,88142.0
3227,Ken Loach,15488.0
3228,Ayan Mukherjee,87378.0
3229,Mervyn LeRoy,9054.0
3231,Serdar Akar,70579.0
3233,James Frawley,68457.0
3234,Dan Gilroy,57113.0
3238,Jonathan Dayton,16959.0
3241,Chris Stokes,127936.0
3242,Don Siegel,14773.0
3244,Martin Lawrence,78029.0
3246,Masayuki Ochiai,67316.0
3247,Tom Gormican,1211000.0
3248,Ken Shapiro,99339.0
3249,Justin Tipping,1354959.0
3251,Peter R. Hunt,9868.0
3254,Doug Atchison,109640.0
3256,Jonas Elmer,130128.0
3257,Mary Harron,16378.0
3259,Erik Canuel,32868.0
3260,Troy Duffy,54795.0
3262,Nicole Holofcener,56539.0
3264,Matty Rich,230059.0
3269,Fina Torres,144277.0
3273,François Ozon,4387.0
3276,Ryan Fleck,53068.0
3279,Steve James,122449.0
3280,Michael Winner,19244.0
3281,Tomm Moore,96676.0
3282,John Carney,45117.0
3283,David Jacobson,53212.0
3284,Michael Corrente,77076.0
3285,Edward Hall,1134201.0
3286,Keith Gordon,33054.0
3288,Andrew Currie,64754.0
3289,Luke Wilson,36422.0
3291,Marc Schölermann,73588.0
3292,Coky Giedroyc,115677.0
3293,Robert Moresco,137064.0
3294,Thomas Vinterberg,4453.0
3295,Claudia Llosa,101399.0
3298,Charles Binamé,93136.0
3299,Keith Parmer,228311.0
3301,Ol Parker,17510.0
3304,James Nunn,1088096.0
3305,David Webb Peoples,7191.0
3306,Michael Winnick,101233.0
3309,Stanley Tong,44916.0
3310,David Oelhoffen,585161.0
3312,Eli Roth,16847.0
3315,Tony Richardson,32765.0
3318,Charles Robert Carner,84113.0
3319,Russell Holt,229198.0
3322,Claude Miller,18209.0
3324,Sacha Bennett,107039.0
3325,Rodrigo García,77162.0
3326,Jeta Amata,968998.0
3327,Siddharth Anand,35785.0
3328,Vincent Paronnaud,20709.0
3330,Dennis Gansel,52961.0
3332,Daniel Barber,94918.0
3333,Robert Marcarelli,102797.0
3335,Ernie Barbarash,5917.0
3336,Guy Hamilton,9915.0
3345,Adam Brooks,16328.0
3350,Michael Anderson,20412.0
3354,James D. Stern,52159.0
3355,Matt Bettinelli-Olpin,66681.0
3361,Sharron Miller,158835.0
3363,Aaron Schneider,58292.0
3366,Tom Ford,120615.0
3372,Tony Maylam,70415.0
3373,Mitch Davis,86164.0
3377,Kevin Brodie,40220.0
3380,Lynne Ramsay,83287.0
3381,John Stephenson,1387618.0
3382,Tim Chambers,550857.0
3385,Dick Richards,19333.0
3388,Bob Gosse,36187.0
3389,Alex Zamm,88077.0
3390,Spencer Susser,131521.0
3393,Thaddeus O'Sullivan,72467.0
3395,Shari Springer Berman,72205.0
3396,Aleksey German,270361.0
3397,Stephen Milburn Anderson,96745.0
3398,Richard E. Grant,20766.0
3400,David Lam,141503.0
3402,Vladlen Barbe,1006810.0
3403,Richard Rich,107274.0
3405,Robert C. Cooper,27745.0
3408,Kim Nguyen,646785.0
3409,Jackie Earle Haley,17183.0
3410,Max Färberböck,22677.0
3411,Arie Posin,76009.0
3412,Damian Nieman,77062.0
3413,Mark Tonderai,86482.0
3416,Ian Fitzgibbon,109978.0
3419,Rachel Perkins,942251.0
3421,Luis Valdez,82219.0
3422,Alan Alda,21278.0
3428,Louis Morneau,65420.0
3429,Caroline Link,4522.0
3432,Sterling Van Wagenen,1053020.0
3433,Zal Batmanglij,933739.0
3435,Hans Petter Moland,95972.0
3436,Oren Moverman,34110.0
3437,Ian Sharp,113907.0
3440,Wolfgang Becker,4780.0
3442,Dan O'Bannon,5045.0
3447,George Roy Hill,9577.0
3448,Robert Stevenson,5834.0
3452,Gary Hardwick,95458.0
3458,King Vidor,29962.0
3462,Fred Savage,2223.0
3463,Sammo Hung,62410.0
3467,Rusty Cundieff,141825.0
3469,Dominique Othenin-Girard,32813.0
3471,Jean-Jacques Mantello,111085.0
3473,Risa Bramon Garcia,3191.0
3474,Brian Klugman,51996.0
3475,Matt Piedmont,589159.0
3476,Raymond De Felitta,99496.0
3477,John Michael McDonagh,65594.0
3478,Deb Hagan,77911.0
3481,Zach Cregger,84833.0
3482,Zach Braff,5367.0
3483,Mark Tarlov,18679.0
3484,John Cameron Mitchell,17114.0
3486,Jon Knautz,80006.0
3488,David Atkins,67910.0
3489,Patrick Stettner,59210.0
3490,Sam Peckinpah,7767.0
3492,Michael Crichton,4782.0
3494,Sylvio Tabet,24757.0
3495,Rick Bieber,71339.0
3499,Joey Lauren Adams,16484.0
3501,Fred Zinnemann,4065.0
3502,S.R. Bindler,75882.0
3504,Greg Marcks,57125.0
3505,Perry Lang,124783.0
3506,Jake Goldberger,114596.0
3509,William Kaufman,228177.0
3510,Jim O'Hanlon,152249.0
3512,Cédric Klapisch,17520.0
3513,Kate Barker-Froyland,1280037.0
3514,Martin Koolhoven,80630.0
3515,Charles Matthau,122728.0
3517,Christopher Bessette,1102620.0
3518,Prachya Pinkaew,57214.0
3519,Gary Sinyor,20779.0
3523,Ashish R. Mohan,131856.0
3528,Darren Grant,77441.0
3530,Joseph Gordon-Levitt,24045.0
3534,William Sachs,554946.0
3535,Christophe Barratier,43993.0
3536,Émile Gaudreault,6980.0
3537,James Cox,40508.0
3539,James Toback,56381.0
3540,Aki Kaurismäki,16767.0
3542,Hitoshi Matsumoto,71080.0
3543,Rakeysh Omprakash Mehra,53671.0
3544,Collin Schiffli,1288700.0
3545,George Ratliff,46802.0
3547,Shane Meadows,70520.0
3549,Jon Wright,89824.0
3550,Michael McGowan,83415.0
3551,Liv Ullmann,11916.0
3553,Rohan Sippy,85445.0
3556,Dan Trachtenberg,568322.0
3558,David F. Sandberg,1302082.0
3560,Stiles White,84962.0
3562,Eugenio Derbez,239574.0
3564,Henry Koster,33064.0
3567,Patty Jenkins,6884.0
3569,Christopher B. Landon,54248.0
3572,David Gelb,928915.0
3574,Mike Flanagan,551463.0
3577,Nat Faxon,105648.0
3578,Doug McHenry,67896.0
3579,George T. Miller,1174031.0
3580,Maurice Joyce,261271.0
3581,Robert Duvall,3087.0
3582,Frank Perry,113799.0
3583,Jesse Peretz,130816.0
3585,Ice Cube,9778.0
3589,Richard Glatzer,82335.0
3590,Michael Curtiz,4109.0
3591,Bruce Malmuth,58040.0
3592,Rob Hedden,64735.0
3594,Harmony Korine,51918.0
3595,Joe Chappelle,55116.0
3598,Mickey Liddell,48498.0
3601,Fred Walton,62556.0
3603,Steve Carver,102627.0
3604,Gonzalo López-Gallego,77123.0
3605,Christine Jeffs,74152.0
3607,Don Coscarelli,58245.0
3609,Michael Tiddes,1110102.0
3610,Bill Duke,1103.0
3611,Frank Borzage,14855.0
3613,Mamoru Hosoda,81718.0
3614,Brian Dannelly,74259.0
3615,Denys Arcand,38516.0
3617,J.S. Cardone,52371.0
3619,Jay Levey,71042.0
3620,Nicholaus Goossen,60149.0
3625,Scott Marshall,83070.0
3626,Ronan Chapalain,583893.0
3628,Xavier Beauvois,72320.0
3629,Randall Miller,77121.0
3630,Jerry Belson,29705.0
3633,Dan Rush,133406.0
3637,Michael Cuesta,84931.0
3639,Fenton Bailey,16957.0
3640,Jeremy Saulnier,74655.0
3641,Billy Kent,87191.0
3642,James Manera,1343882.0
3645,Feroz Abbas Khan,120426.0
3646,Errol Morris,18533.0
3647,Dennis Hopper,2778.0
3648,Eli Craig,52479.0
3649,Nicholas Fackler,989831.0
3650,Richard Wallace,95723.0
3651,Morgan J. Freeman,66800.0
3652,Matthew Hastings,58912.0
3655,Klaus Menzel,568267.0
3656,Oren Peli,90591.0
3658,Paul Andrew Williams,80384.0
3661,,
3662,William H. Macy,3905.0
3663,Barrett Esposito,1365766.0
3667,Vicky Jewson,1404799.0
3669,Marcia Bennett,40385.0
3672,Stanton Barrett,1393858.0
3673,Jiří Menzel,11720.0
3674,Fatih Akin,5125.0
3676,Nick Murphy ,582918.0
3680,Frank LaLoggia,583023.0
3681,Jeremy Brock,35005.0
3682,Scott Foley,35595.0
3686,Christophe Ali,123912.0
3687,Gabriela Tagliavini,84437.0
3688,Shona Auerbach,56474.0
3689,Leonard Farlinger,69168.0
3690,Michel Leclerc,225887.0
3691,Analeine Cal y Mayor,1148217.0
3692,Tom Kalin,66983.0
3693,Robert Sarkies,67106.0
3698,John Huston,6593.0
3702,Walter Lang,80570.0
3703,Carlos Saura,96369.0
3705,Jon Erwin,844266.0
3707,Beto Gómez,545086.0
3708,Mike van Diem,123150.0
3709,Jonas Åkerlund,71329.0
3710,Todd Solondz,66605.0
3712,René Féret,24481.0
3713,Barry Skolnick,61571.0
3714,Johnnie To,25236.0
3715,Mateo Gil,19841.0
3716,Lukas Moodysson,11037.0
3717,Agnieszka Wojtowicz-Vosloo,129715.0
3718,Kabir Sadanand,1352997.0
3720,Peter DeLuise,118463.0
3722,Raja Menon,87296.0
3723,Kevin Sullivan,134306.0
3725,Nick Love,41530.0
3730,Ivan Engler,114545.0
3740,Cecil B. DeMille,8636.0
3742,Henry Hobson,1354171.0
3743,Mike Figgis,6111.0
3744,Duane Journey,1149038.0
3745,Billy Wilder,3146.0
3748,Lisa Cholodenko,75699.0
3750,John Sturges,14520.0
3751,William Arntz,55420.0
3752,Ed Gass-Donnelly,557179.0
3755,DJ Pooh,65134.0
3760,James Melkonian,73668.0
3763,Roger Avary,8297.0
3766,Allison Anders,3110.0
3768,Rick de Oliveira,1491995.0
3771,Jeff Franklin,60621.0
3773,Mike Mills,17439.0
3775,Dave McKean,87081.0
3776,Ron Fricke,68994.0
